Date,Team1,Team2,Prediction,Spread
2026-02-26,216 Missouri St. at 234 Louisiana Tech CUSA,7:30 pm ESPN+,"Ruston, LA
Thomas Assembly Center",32.020
2026-02-26,235 Bethune Cookman at 285 Grambling St. SWAC,6:30 pm,"Grambling, LA
Hobdy Assembly Center",31.321
2026-02-26,194 FIU at 107 Sam Houston St. CUSA,9:00 pm CBS Sports Network,"Huntsville, TX
Johnson Coliseum",30.522
2026-02-26,282 Morehead St. at 306 Little Rock OVC,8:00 pm ESPN+,"Little Rock, AR
Stephens Center",30.023
2026-02-26,286 Mercyhurst at 299 Central Connecticut NEC,7:00 pm,"New Britain, CT
Detrick Gymnasium",29.424
2026-02-26,232 Abilene Christian at 175 Utah Tech WAC,9:00 pm ESPN+,"St. George, UT
Burns Arena",29.025
2026-02-26,304 UNC Greensboro at 291 Chattanooga SC,7:00 pm ESPN+,"Chattanooga, TN
McKenzie Arena",28.926
2026-02-26,245 Florida Gulf Coast at 334 North Florida ASun,7:00 pm ESPN+,"Jacksonville, FL
UNF Arena",28.527
2026-02-26,293 USC Upstate at 244 Radford BSth,7:00 pm ESPN+,"Radford, VA
Dedmon Center",27.728
2026-02-26,208 Denver at 331 Oral Roberts Sum,8:00 pm,"Tulsa, OK
Mabee Center",27.529
2026-02-26,342 New Hampshire at 359 Binghamton AE,6:07 pm ESPN+,"Vestal, NY
Lee Court",27.130
2026-02-26,256 Sacramento St. at 187 Montana BSky,9:00 pm ESPN+,"Missoula, MT
Dahlberg Arena",27.031
2026-02-26,337 Jackson St. at 321 Prairie View A&M SWAC,9:30 pm,"Prairie View, TX
Nicks Center",26.732
2026-02-26,332 New Haven at 320 Wagner NEC,7:00 pm,"Staten Island, NY
Spiro Sports Center",26.433
2026-02-26,276 Delaware at 205 Jacksonville St. CUSA,7:00 pm CBS Sports Network,"Jacksonville, AL
Pete Mathews Coliseum",26.134
2026-02-26,322 Stetson at 305 Jacksonville ASun,7:00 pm ESPN+,"Jacksonville, FL
Swisher Gym",26.035
2026-02-26,352 Saint Francis at 345 Stonehill NEC,7:00 pm,"Easton, MA
Merkert Gymnasium",25.636
2026-02-26,90 High Point at 281 Presbyterian BSth,7:00 pm ESPNU,"Clinton, SC
Templeton P.E. Center",25.537
2026-02-26,333 Fairleigh Dickinson at 294 Le Moyne NEC,7:00 pm,"Syracuse, NY
Grant Court",24.638
2026-02-26,340 Alcorn St. at 300 Texas Southern SWAC,8:00 pm,"Houston, TX
H&PE Arena",22.939
2026-02-26,266 UTEP at 177 Middle Tennessee CUSA,7:30 pm ESPN+,"Murfreesboro, TN
Murphy Center",22.840
2026-02-26,263 UC Riverside at 131 UC Santa Barbara BW,9:00 pm ESPN+,"Santa Barbara, CA
Thunderdome",22.741
2026-02-26,314 UMass Lowell at 236 Vermont AE,7:00 pm ESPN+,"Burlington, VT
Patrick Gymnasium",22.742
2026-02-26,347 Maine at 316 Albany AE,6:30 pm ESPN+,"Albany, NY
Broadview Center",22.743
2026-02-26,324 Eastern Illinois at 268 Lindenwood OVC,8:30 pm ESPN+,"Saint Charles, MO
Robert F. Hyland Arena",22.344
2026-02-26,303 Tennessee Tech at 202 Tennessee Martin OVC,8:30 pm ESPN+,"Martin, TN
Elam Center",21.145
2026-02-26,328 Florida A&M at 267 Southern SWAC,8:30 pm,"Baton Rouge, LA
Clark Activity Center",21.146
2026-02-26,215 Tarleton St. at 82 Utah Valley WAC,8:00 pm ESPN+,"Orem, UT
UCCU Center",20.847
2026-02-26,302 Northern Arizona at 174 Idaho BSky,9:00 pm ESPN+,"Moscow, ID
ICCU Arena",20.148
2026-02-26,214 South Dakota St. at 355 Kansas City Sum,8:00 pm,"Kansas City, MO
Swinney Recreation Center",18.249
2026-02-26,289 Northeastern at 132 William & Mary CAA,7:00 pm FloSports,"Williamsburg, VA
Kaplan Arena",17.950
2026-02-26,274 North Carolina A&T at 103 UNC Wilmington CAA,7:00 pm FloSports,"Wilmington, NC
Trask Coliseum",17.951
2026-02-26,343 Chicago St. at 218 LIU NEC,7:00 pm ESPN+,"Brooklyn, NY
Steinberg Wellness Center",14.852
2026-02-26,230 UNC Asheville at 363 Gardner Webb BSth,7:00 pm ESPN+,"Boiling Springs, NC
Paul Porter Arena",13.853
2026-02-26,356 Bryant at 229 UMBC AE,6:00 pm ESPN+,"Baltimore, MD
Chesapeake Employers Insurance",13.154
2026-02-26,326 Cal St. Bakersfield at 114 UC San Diego BW,10:00 pm ESPN+,"San Diego, CA
LionTree Arena",12.755
2026-02-26,362 Western Illinois at 262 SIUE OVC,8:30 pm ESPN+,"Edwardsville, IL
First Community Arena",10.456
2026-02-26,360 VMI at 204 Samford SC,8:00 pm ESPN+,"Birmingham, AL
Pete Hanna Center",9.757
