Date,Team1,Team2,Prediction,Spread
2026-02-28,110 Utah at 69 Arizona St. B12,3:30 pm TNT,"Tempe, AZ
Desert Financial Arena",43.137
2026-02-28,132 San Francisco at 106 Pacific WCC,6:00 pm CBS Sports Network,"Stockton, CA
Spanos Center",42.838
2026-02-28,53 Seton Hall at 9 Connecticut BE,12:00 pm FOX Sports 1,"Storrs, CT
Gampel Pavilion",42.739
2026-02-28,136 East Tennessee St. at 185 Mercer SC,4:30 pm ESPN+,"Macon, GA
Hawkins Arena",42.140
2026-02-28,81 Yale at 186 Columbia Ivy,6:00 pm ESPN+,"New York, NY
Levien Gymnasium",41.841
2026-02-28,67 McNeese at 180 New Orleans Slnd,6:00 pm ESPN+,"New Orleans, LA
Lakefront Arena",41.742
2026-02-28,93 South Carolina at 35 Georgia SEC,3:30 pm SEC Network,"Athens, GA
Stegeman Coliseum",41.643
2026-02-28,108 Pittsburgh at 60 California ACC,4:00 pm ACC Network,"Berkeley, CA
Haas Pavilion",41.444
2026-02-28,135 Saint Joseph's at 131 Rhode Island A10,12:00 pm ESPN+,"Kingston, RI
Ryan Center",41.045
2026-02-28,162 Northern Colorado at 169 Idaho BSky,4:00 pm ESPN+,"Moscow, ID
ICCU Arena",40.446
2026-02-28,112 Liberty at 204 Jacksonville St. CUSA,6:00 pm ESPNU,"Jacksonville, AL
Pete Mathews Coliseum",40.147
2026-02-28,157 Wright St. at 179 Northern Kentucky Horz,7:00 pm ESPN+,"Highland Heights, KY
Truist Arena",40.148
2026-02-28,152 Harvard at 172 Penn Ivy,6:00 pm ESPN+,"Philadelphia, PA
Palestra",39.349
2026-02-28,158 Toledo at 220 Ohio MAC,4:00 pm ESPN+,"Athens, OH
Convocation Center",39.250
2026-02-28,156 Portland St. at 182 Montana BSky,4:00 pm ESPN+,"Missoula, MT
Dahlberg Arena",39.151
2026-02-28,141 St. Bonaventure at 113 George Mason A10,2:00 pm ESPN+,"Fairfax, VA
EagleBank Arena",38.752
2026-02-28,71 Colorado at 6 Houston B12,12:00 pm ESPN2,"Houston, TX
Fertitta Center",37.053
2026-02-28,86 Colorado St. at 228 San Jose St. MWC,5:00 pm,"San Jose, CA
Provident Credit Union Event C",36.754
2026-02-28,191 Weber St. at 231 Idaho St. BSky,6:00 pm ESPN+,"Pocatello, ID
Reed Gym",36.655
2026-02-28,193 Queens at 151 Central Arkansas ASun,2:00 pm ESPN+,"Conway, AR
Farris Center",36.456
2026-02-28,199 Youngstown St. at 212 Green Bay Horz,2:00 pm ESPN+,"Green Bay, WI
Kress Center",35.257
2026-02-28,188 Furman at 251 Western Carolina SC,5:30 pm ESPN+,"Cullowhee, NC
Ramsey Center",35.258
2026-02-28,196 Massachusetts at 161 Bowling Green MAC,2:00 pm ESPN+,"Bowling Green, OH
Stroh Center",35.059
2026-02-28,184 New Mexico St. at 174 Middle Tennessee CUSA,1:00 pm ESPN+,"Murfreesboro, TN
Murphy Center",34.960
2026-02-28,176 Utah Tech at 266 Southern Utah WAC,8:30 pm ESPN+,"Cedar City, UT
America First Event Center",34.961
2026-02-28,200 Campbell at 178 Towson CAA,2:00 pm FloSports,"Towson, MD
SECU Arena",34.662
2026-02-28,210 Elon at 201 Monmouth CAA,3:00 pm FloSports,"West Long Branch, NJ
OceanFirst Bank Center",34.563
2026-02-28,225 San Diego at 209 Portland WCC,4:00 pm ESPN+,"Portland, OR
Chiles Center",34.064
2026-02-28,205 FIU at 236 Louisiana Tech CUSA,3:00 pm ESPN+,"Ruston, LA
Thomas Assembly Center",33.865
2026-02-28,155 CSUN at 264 UC Riverside BW,8:00 pm ESPN+,"Riverside, CA
Student Recreation Center",33.766
2026-02-28,211 South Dakota St. at 281 South Dakota Sum,2:00 pm,"Vermillion, SD
Sanford Coyote Sports Center",33.467
2026-02-28,181 Lipscomb at 285 Eastern Kentucky ASun,4:00 pm ESPN+,"Richmond, KY
Baptist Health Arena",33.168
2026-02-28,239 Radford at 277 Longwood BSth,3:00 pm ESPN+,"Farmville, VA
Brock Center",32.969
2026-02-28,216 Lamar at 272 Incarnate Word Slnd,5:00 pm ESPN+,"San Antonio, TX
McDermott Convocation Center",32.770
2026-02-28,234 Bethune Cookman at 280 Southern SWAC,3:30 pm,"Baton Rouge, LA
Clark Activity Center",32.771
2026-02-28,256 Purdue Fort Wayne at 312 IU Indy Horz,2:00 pm ESPN+,"Indianapolis, IN
The Jungle",32.072
2026-02-28,148 Austin Peay at 283 Bellarmine ASun,2:00 pm ESPN+,"Louisville, KY
Knights Hall",31.973
2026-02-28,226 Tennessee St. at 197 Tennessee Martin OVC,2:00 pm ESPNU,"Martin, TN
Elam Center",31.774
2026-02-28,133 William & Mary at 276 North Carolina A&T CAA,2:00 pm FloSports,"Greensboro, NC
Corbett Sports Center",31.775
2026-02-28,254 Dartmouth at 259 Princeton Ivy,6:00 pm ESPN+,"Princeton, NJ
Jadwin Gymnasium",31.676
2026-02-28,207 Cal Poly at 116 UC San Diego BW,10:00 pm ESPN+,"San Diego, CA
LionTree Arena",31.577
2026-02-28,128 Washington St. at 267 Pepperdine WCC,8:00 pm ESPN+,"Malibu, CA
Firestone Fieldhouse",31.378
2026-02-28,261 Boston University at 240 American PL,12:00 pm CBS Sports Network,"Washington, DC
Bender Arena",30.979
2026-02-28,255 Charleston Southern at 235 UNC Asheville BSth,2:00 pm ESPN+,"Asheville, NC
Kimmel Arena",30.880
2026-02-28,232 UMBC at 313 UMass Lowell AE,1:00 pm ESPN+,"Lowell, MA
Kennedy Family Athletic Comple",30.381
2026-02-28,304 Jacksonville at 330 North Florida ASun,6:00 pm ESPN+,"Jacksonville, FL
UNF Arena",29.982
2026-02-28,248 Long Beach St. at 328 Cal St. Bakersfield BW,9:30 pm ESPN+,"Bakersfield, CA
Icardo Center",29.683
2026-02-28,252 Florida Gulf Coast at 324 Stetson ASun,2:00 pm ESPN+,"DeLand, FL
Edmunds Center",29.684
2026-02-28,329 Loyola MD at 331 Holy Cross PL,12:00 pm ESPN+,"Worcester, MA
Hart Center Arena",28.785
2026-02-28,246 Detroit Mercy at 154 Oakland Horz,3:00 pm ESPN+,"Oakland, MI
OU Credit Union O'rena",28.786
2026-02-28,286 Northeastern at 274 Hampton CAA,4:00 pm FloSports,"Hampton, VA
Hampton Convocation Center",28.587
2026-02-28,290 Le Moyne at 333 New Haven NEC,1:00 pm,"West Haven, CT
The Hazell Center",28.288
2026-02-28,146 Valparaiso at 308 Evansville MVC,4:00 pm ESPN+,"Evansville, IN
Ford Center",27.889
2026-02-28,208 Tarleton St. at 122 Cal Baptist WAC,9:00 pm ESPN+,"Riverside, CA
Fowler Events Center",27.790
2026-02-28,307 Alabama St. at 300 Alabama A&M SWAC,5:00 pm,"Huntsville, AL
Alabama A&M Events Center",27.791
2026-02-28,352 North Carolina Central at 361 Delaware St. MEAC,4:30 pm ESPN+,"Dover, DE
Memorial Hall",27.292
2026-02-28,323 Oral Roberts at 355 Kansas City Sum,8:00 pm,"Kansas City, MO
Swinney Recreation Center",27.093
2026-02-28,138 Richmond at 314 Loyola Chicago A10,4:00 pm CBS Sports Network,"Chicago, IL
Gentile Arena",26.894
2026-02-28,269 Central Michigan at 190 Buffalo MAC,2:00 pm ESPN+,"Buffalo, NY
Alumni Arena",26.895
2026-02-28,337 Army at 327 Lafayette PL,1:00 pm ESPN+,"Easton, PA
Kirby Sports Center",26.796
2026-02-28,344 Maine at 359 Binghamton AE,2:00 pm ESPN+,"Vestal, NY
Lee Court",26.697
2026-02-28,247 Colgate at 137 Navy PL,4:00 pm ESPN+,"Annapolis, MD
Alumni Hall",26.498
2026-02-28,287 Mercyhurst at 339 Stonehill NEC,2:00 pm,"Easton, MA
Merkert Gymnasium",26.499
2026-02-28,325 Ball St. at 315 Northern Illinois MAC,4:00 pm ESPN+,"DeKalb, IL
Convocation Center",26.4100
2026-02-28,318 NJIT at 356 Bryant AE,4:00 pm ESPN+,"Smithfield, RI
Chace Athletic Center",26.1101
2026-02-28,291 Southeastern Louisiana at 243 Nicholls Slnd,4:00 pm ESPN+,"Thibodaux, LA
Stopher Gymnasium",26.1102
2026-02-28,126 Duquesne at 26 Saint Louis A10,8:00 pm ESPN+,"St. Louis, MO
Chaifetz Arena",26.0103
2026-02-28,338 Alcorn St. at 322 Prairie View A&M SWAC,5:30 pm,"Prairie View, TX
Nicks Center",25.8104
2026-02-28,218 Missouri St. at 102 Sam Houston St. CUSA,5:30 pm ESPN+,"Huntsville, TX
Johnson Coliseum",25.2105
2026-02-28,222 Stony Brook at 94 Hofstra CAA,7:00 pm FloSports,"Hempstead, NY
Mack Sports Complex",25.1106
2026-02-28,346 New Hampshire at 326 Albany AE,2:00 pm ESPN+,"Albany, NY
Broadview Center",25.1107
2026-02-28,320 Florida A&M at 289 Grambling St. SWAC,5:00 pm,"Grambling, LA
Hobdy Assembly Center",25.1108
2026-02-28,347 Chicago St. at 321 Wagner NEC,1:00 pm,"Staten Island, NY
Spiro Sports Center",24.7109
2026-02-28,165 Fordham at 44 VCU A10,12:30 pm USA Network,"Richmond, VA
Siegel Center",24.7110
2026-02-28,273 Northwestern St. at 189 Texas A&M Corpus Chris Slnd,6:30 pm ESPN+,"Corpus Christi, TX
Hilliard Center",24.7111
2026-02-28,159 Boston College at 33 Miami FL ACC,2:00 pm ACC Network,"Coral Gables, FL
Watsco Center",24.0112
2026-02-28,335 Bucknell at 297 Lehigh PL,2:00 pm ESPN+,"Bethlehem, PA
Stabler Arena",23.8113
2026-02-28,336 Southern Indiana at 309 Little Rock OVC,4:00 pm ESPN+,"Little Rock, AR
Stephens Center",23.6114
2026-02-28,340 Jackson St. at 302 Texas Southern SWAC,5:00 pm,"Houston, TX
H&PE Arena",23.5115
2026-02-28,342 North Alabama at 305 West Georgia ASun,2:00 pm ESPN+,"Carollton, GA
The Coliseum",23.4116
2026-02-28,282 Brown at 167 Cornell Ivy,6:00 pm ESPN+,"Ithaca, NY
Newman Arena",23.3117
2026-02-28,91 Stephen F. Austin at 296 Houston Christian Slnd,4:30 pm ESPN+,"Houston, TX
Sharp Gymnasium",22.9118
2026-02-28,177 Oregon St. at 38 Santa Clara WCC,8:00 pm CBS Sports Network,"Santa Clara, CA
Leavey Center",22.8119
2026-02-28,258 Sacramento St. at 140 Montana St. BSky,3:00 pm ESPN+,"Bozeman, MT
Worthington Arena",22.6120
2026-02-28,301 UNC Greensboro at 206 Samford SC,6:00 pm ESPN+,"Birmingham, AL
Pete Hanna Center",22.5121
2026-02-28,275 Delaware at 170 Kennesaw St. CUSA,5:00 pm ESPN+,"Kennesaw, GA
KSU Convocation Center",22.4122
2026-02-28,303 Tennessee Tech at 230 Southeast Missouri OVC,4:45 pm ESPN+,"Cape Girardeau, MO
Show Me Center",22.4123
2026-02-28,319 Eastern Illinois at 260 SIUE OVC,4:30 pm ESPN+,"Edwardsville, IL
First Community Arena",21.8124
2026-02-28,358 South Carolina St. at 348 Maryland Eastern Shore MEAC,4:30 pm,"Princess Anne, MD
Hytche Center",21.3125
2026-02-28,279 Presbyterian at 139 Winthrop BSth,4:00 pm ESPN+,"Rock Hill, SC
Winthrop Coliseum",20.9126
2026-02-28,268 UTEP at 145 Western Kentucky CUSA,3:00 pm ESPN+,"Bowling Green, KY
Diddle Arena",20.7127
2026-02-28,217 Howard at 349 Morgan St. MEAC,4:00 pm ESPN+,"Baltimore, MD
Hill Field House",20.6128
2026-02-28,311 Norfolk St. at 364 Coppin St. MEAC,4:30 pm ESPN+,"Baltimore, MD
Physical Education Complex Are",20.6129
2026-02-28,257 Nebraska Omaha at 107 St. Thomas Sum,8:00 pm,"St. Paul, MN
Anderson Arena",20.0130
2026-02-28,354 Saint Francis at 298 Central Connecticut NEC,1:00 pm,"New Britain, CT
Detrick Gymnasium",19.6131
2026-02-28,306 Northern Arizona at 166 Eastern Washington BSky,4:00 pm ESPN+,"Cheney, WA
Reese Court",19.6132
2026-02-28,284 North Dakota at 125 North Dakota St. Sum,5:00 pm,"Fargo, ND
Scheels Center",19.0133
2026-02-28,288 East Texas A&M at 129 UT Rio Grande Valley Slnd,5:30 pm ESPN+,"Edinburg, TX
UTRGV Fieldhouse",18.1134
2026-02-28,233 Abilene Christian at 82 Utah Valley WAC,4:00 pm ESPN+,"Orem, UT
UCCU Center",18.0135
2026-02-28,271 Lindenwood at 363 Western Illinois OVC,4:30 pm ESPN+,"Macomb, IL
Western Hall",16.9136
2026-02-28,334 Fairleigh Dickinson at 213 LIU NEC,1:00 pm,"Brooklyn, NY
Steinberg Wellness Center",16.7137
2026-02-28,316 Cleveland St. at 147 Robert Morris Horz,1:00 pm ESPN+,"Moon Township, PA
UPMC Events Center",16.6138
2026-02-28,360 VMI at 295 Chattanooga SC,2:00 pm ESPN+,"Chattanooga, TN
McKenzie Arena",14.8139
2026-02-28,353 The Citadel at 237 Wofford SC,2:00 pm ESPN+,"Spartanburg, SC
Richardson Indoor Stadium",14.4140
2026-02-28,362 Gardner Webb at 294 USC Upstate BSth,2:00 pm ESPN+,"Spartanburg, SC
Hodge Center",13.1141
2026-02-28,365 Mississippi Valley St. at 317 Arkansas Pine Bluff SWAC,6:30 pm YouTube,"Pine Bluff, AR
Clemmons Arena",11.5142
2026-02-28,350 Air Force at 95 Wyoming MWC,4:00 pm,"Laramie, WY
Arena-Auditorium",7.7143
