Date,Team1,Team2,Prediction,Spread
2026-02-21,69 Wake Forest at 59 Virginia Tech ACC,12:00 pm ACC Network,"Blacksburg, VA
Cassell Coliseum",58.818
2026-02-21,63 Arizona St. at 47 Baylor B12,4:00 pm ESPN2,"Waco, TX
Foster Pavilion",58.319
2026-02-21,75 Stanford at 68 California ACC,6:00 pm ACC Network,"Berkeley, CA
Haas Pavilion",57.520
2026-02-21,86 Mississippi St. at 97 South Carolina SEC,1:00 pm SEC Network,"Columbia, SC
Colonial Life Arena",55.821
2026-02-21,60 West Virginia at 51 TCU B12,5:00 pm Peacock,"Fort Worth, TX
Schollmaier Arena",53.522
2026-02-21,87 Notre Dame at 108 Pittsburgh ACC,2:00 pm ACC Network,"Pittsburgh, PA
Petersen Events Center",53.423
2026-02-21,92 Xavier at 84 Butler BE,1:30 pm TNT,"Indianapolis, IN
Hinkle Fieldhouse",53.224
2026-02-21,46 Washington at 131 Maryland B10,3:00 pm Peacock,"College Park, MD
Xfinity Center",52.925
2026-02-21,82 Georgetown at 49 Seton Hall BE,6:00 pm FOX Sports 1,"Newark, NJ
Prudential Center",52.026
2026-02-21,6 Florida at 79 Mississippi SEC,12:00 pm ESPN,"Oxford, MS
The Pavilion at Ole Miss",52.027
2026-02-21,29 Saint Mary's at 123 Washington St. WCC,10:00 pm ESPN2,"Pullman, WA
Beasley Coliseum",51.628
2026-02-21,44 New Mexico at 124 Fresno St. MWC,8:00 pm CBS Sports Network,"Fresno, CA
Save Mart Center",51.029
2026-02-21,38 Santa Clara at 129 San Francisco WCC,10:00 pm CBS Sports Network,"San Francisco, CA
War Memorial Gymnasium",49.930
2026-02-21,52 Missouri at 17 Arkansas SEC,4:00 pm ESPN,"Fayetteville, AR
Bud Walton Arena",49.531
2026-02-21,98 Illinois St. at 132 Bradley MVC,8:00 pm ESPN2,"Peoria, IL
Carver Arena",48.332
2026-02-21,78 Florida St. at 35 Clemson ACC,12:00 pm The CW Network,"Clemson, SC
Littlejohn Coliseum",47.033
2026-02-21,88 Utah Valley at 159 UT Arlington WAC,3:00 pm ESPN+,"Arlington, TX
College Park Center",45.834
2026-02-21,118 UC San Diego at 111 UC Irvine BW,10:00 pm ESPN+,"Irvine, CA
Bren Events Center",45.635
2026-02-21,50 Cincinnati at 14 Kansas B12,1:00 pm CBS,"Lawrence, KS
Allen Fieldhouse",45.536
2026-02-21,71 Creighton at 21 St. John's BE,12:00 pm FOX,"New York, NY
Madison Square Garden",45.337
2026-02-21,99 Wyoming at 58 Grand Canyon MWC,8:00 pm,"Phoenix, AZ
Global Credit Union Arena",44.138
2026-02-21,130 UC Santa Barbara at 114 Hawaii BW,10:00 pm ESPNU,"Honolulu, HI
Stan Sheriff Center",43.439
2026-02-21,117 Duquesne at 89 Dayton A10,2:00 pm ESPN+,"Dayton, OH
University of Dayton Arena",43.240
2026-02-21,107 Davidson at 168 Fordham A10,2:00 pm ESPN+,"New York, NY
Rose Hill Gym",42.541
2026-02-21,104 UNC Wilmington at 197 Campbell CAA,4:00 pm FloSports,"Buies Creek, NC
Pope Convocation Center",42.142
2026-02-21,115 St. Thomas at 217 Denver Sum,6:00 pm,"Denver, CO
Hamilton Gymnasium",41.943
2026-02-21,134 Winthrop at 90 High Point BSth,4:00 pm ESPN+,"High Point, NC
Qubein Center",40.844
2026-02-21,169 Harvard at 151 Cornell Ivy,2:00 pm ESPN+,"Ithaca, NY
Newman Arena",40.145
2026-02-21,109 Oregon at 54 USC B10,4:00 pm FOX Sports 1,"Los Angeles, CA
Galen Center",40.046
2026-02-21,154 St. Bonaventure at 136 Richmond A10,6:00 pm ESPN+,"Richmond, VA
Robins Center",39.847
2026-02-21,149 Troy at 202 South Alabama SB,4:00 pm ESPN+,"Mobile, AL
Mitchell Center",38.948
2026-02-21,171 Montana at 208 Weber St. BSky,9:30 pm ESPN+,"Ogden, UT
Dee Events Center",38.449
2026-02-21,121 Southern Illinois at 81 Northern Iowa MVC,6:00 pm ESPN+,"Cedar Falls, IA
McLeod Center",38.250
2026-02-21,153 Loyola Marymount at 220 San Diego WCC,6:00 pm ESPN+,"San Diego, CA
Jenny Craig Pavilion",38.051
2026-02-21,113 Rhode Island at 228 La Salle A10,2:30 pm ESPN+,"Philadelphia, PA
Glaser Arena",36.552
2026-02-21,181 Marshall at 240 Coastal Carolina SB,1:00 pm ESPN+,"Conway, SC
HTC Center",36.153
2026-02-21,156 Valparaiso at 101 Illinois Chicago MVC,3:00 pm ESPN+,"Chicago, IL
Credit Union 1 Arena",36.154
2026-02-21,155 CSUN at 245 Long Beach St. BW,9:00 pm ESPN+,"Long Beach, CA
Walter Pyramid",36.155
2026-02-21,157 Central Arkansas at 250 Florida Gulf Coast ASun,2:00 pm ESPN+,"Fort Myers, FL
Alico Arena",36.156
2026-02-21,185 Utah Tech at 211 Tarleton St. WAC,5:00 pm ESPN+,"Stephenville, TX
EECU Center",36.057
2026-02-21,199 Buffalo at 186 Massachusetts MAC,6:00 pm ESPN+,"Amherst, MA
Mullins Center",35.958
2026-02-21,195 New Orleans at 207 Lamar Slnd,7:00 pm ESPN+,"Beaumont, TX
Montagne Center",35.959
2026-02-21,196 Furman at 236 Wofford SC,7:00 pm ESPN+,"Spartanburg, SC
Richardson Indoor Stadium",35.860
2026-02-21,139 Montana St. at 246 Idaho St. BSky,6:00 pm ESPN+,"Pocatello, ID
Reed Gym",35.761
2026-02-21,178 Idaho at 259 Sacramento St. BSky,10:00 pm ESPN+,"Sacramento, CA
Hornet Pavilion",35.562
2026-02-21,205 Samford at 174 Mercer SC,2:00 pm ESPN+,"Macon, GA
Hawkins Arena",35.263
2026-02-21,142 Rutgers at 77 Minnesota B10,12:00 pm Big Ten Network,"Minneapolis, MN
Williams Arena",34.764
2026-02-21,187 Eastern Washington at 138 Portland St. BSky,5:00 pm ESPN+,"Portland, OR
The Viking Pavilion",34.465
2026-02-21,158 UC Davis at 263 UC Riverside BW,5:00 pm ESPN+,"Riverside, CA
Student Recreation Center",33.666
2026-02-21,204 Monmouth at 164 Charleston CAA,4:00 pm CBS Sports Network,"Charleston, SC
TD Arena",33.267
2026-02-21,216 Missouri St. at 193 FIU CUSA,3:00 pm ESPN+,"Miami, FL
Ocean Bank Convocation Center",33.068
2026-02-21,163 Temple at 95 Wichita St. Amer,6:00 pm ESPN2,"Wichita, KS
Charles Koch Arena",32.769
2026-02-21,243 Radford at 230 UNC Asheville BSth,4:30 pm ESPN+,"Asheville, NC
Kimmel Arena",31.970
2026-02-21,223 James Madison at 291 Georgia St. SB,3:30 pm ESPN+,"Atlanta, GA
GSU Convocation Center",31.771
2026-02-21,242 Old Dominion at 238 Southern Miss SB,3:00 pm ESPN+,"Hattiesburg, MS
Reed Green Coliseum",31.672
2026-02-21,179 Western Kentucky at 94 Liberty CUSA,4:00 pm ESPN+,"Lynchburg, VA
Liberty Arena",31.173
2026-02-21,254 Lindenwood at 314 Tennessee Tech OVC,4:00 pm ESPN+,"Cookeville, TN
Hooper Eblen Arena",30.974
2026-02-21,283 Eastern Kentucky at 274 Bellarmine ASun,7:00 pm ESPN+,"Louisville, KY
Knights Hall",30.875
2026-02-21,175 Penn at 76 Yale Ivy,2:00 pm ESPN+,"New Haven, CT
Lee Amphitheater",30.876
2026-02-21,225 Southeast Missouri at 303 Little Rock OVC,4:00 pm ESPN+,"Little Rock, AR
Stephens Center",30.777
2026-02-21,209 LIU at 293 Mercyhurst NEC,2:00 pm,"Erie, PA
Mercyhurst Athletic Center",30.578
2026-02-21,275 Incarnate Word at 277 East Texas A&M Slnd,6:00 pm ESPN+,"Commerce, TX
East Texas A&M Field House",30.479
2026-02-21,249 SIUE at 255 Tennessee St. OVC,2:00 pm ESPNU,"Nashville, TN
Gentry Center",30.480
2026-02-21,282 Western Michigan at 276 Central Michigan MAC,5:00 pm ESPN+,"Mt. Pleasant, MI
McGuirk Arena",30.481
2026-02-21,96 Kansas St. at 18 Texas Tech B12,2:30 pm FOX,"Lubbock, TX
United Supermarkets Arena",30.382
2026-02-21,227 Eastern Michigan at 161 Toledo MAC,5:00 pm ESPN+,"Toledo, OH
Savage Arena",30.283
2026-02-21,289 South Dakota at 334 Oral Roberts Sum,8:00 pm,"Tulsa, OK
Mabee Center",29.984
2026-02-21,256 Dartmouth at 191 Columbia Ivy,2:00 pm ESPN+,"New York, NY
Levien Gymnasium",29.685
2026-02-21,322 Prairie View A&M at 318 Arkansas Pine Bluff SWAC,6:30 pm,"Pine Bluff, AR
Clemmons Arena",29.486
2026-02-21,222 Ohio at 312 Northern Illinois MAC,3:00 pm ESPN+,"DeKalb, IL
Convocation Center",29.487
2026-02-21,137 UT Rio Grande Valley at 281 Southeastern Louisiana Slnd,4:30 pm ESPN+,"Hammond, LA
Pride Roofing University Cente",29.488
2026-02-21,235 Vermont at 317 NJIT AE,7:00 pm ESPN+,"Newark, NJ
Wellness and Events Center",29.389
2026-02-21,280 Presbyterian at 295 USC Upstate BSth,4:30 pm ESPN+,"Spartanburg, SC
Hodge Center",29.290
2026-02-21,302 Alabama St. at 332 Florida A&M SWAC,6:00 pm,"Tallahassee, FL
Lawson Center",29.191
2026-02-21,335 Jackson St. at 344 Alcorn St. SWAC,4:00 pm,"Lorman, MS
Whitney Complex",29.192
2026-02-21,285 Longwood at 251 Charleston Southern BSth,4:00 pm ESPN+,"Charleston, SC
Buccaneer Fieldhouse",28.993
2026-02-21,233 Texas St. at 311 Louisiana SB,1:00 pm ESPN+,"Lafayette, LA
Cajundome",28.994
2026-02-21,333 North Florida at 324 Stetson ASun,3:30 pm ESPN+,"DeLand, FL
Edmunds Center",28.995
2026-02-21,264 Southern Utah at 231 Abilene Christian WAC,4:00 pm ESPN+,"Abilene, TX
Moody Coliseum",28.696
2026-02-21,278 Grambling St. at 271 Southern SWAC,6:00 pm,"Baton Rouge, LA
Clark Activity Center",28.597
2026-02-21,323 Wagner at 354 Saint Francis NEC,2:00 pm,"Loretto, PA
DeGol Arena",28.498
2026-02-21,294 Houston Christian at 279 Northwestern St. Slnd,4:30 pm ESPN+,"Natchitoches, LA
Prather Coliseum",28.399
2026-02-21,239 Louisiana Tech at 177 Kennesaw St. CUSA,5:00 pm ESPN+,"Kennesaw, GA
KSU Convocation Center",28.2100
2026-02-21,206 Portland at 122 Seattle WCC,10:00 pm ESPN+,"Seattle, WA
Redhawk Center",28.2101
2026-02-21,268 Hampton at 218 Stony Brook CAA,4:00 pm FloSports,"Stony Brook, NY
Island Federal Credit Union Ar",27.4102
2026-02-21,298 Chattanooga at 348 The Citadel SC,1:00 pm ESPN+,"Charleston, SC
McAlister Field House",27.2103
2026-02-21,110 Pacific at 9 Gonzaga WCC,9:00 pm ESPN+,"Spokane, WA
McCarthey Athletic Center",27.1104
2026-02-21,213 Jacksonville St. at 106 Sam Houston St. CUSA,3:30 pm ESPN+,"Huntsville, TX
Johnson Coliseum",26.7105
2026-02-21,287 Central Connecticut at 351 Chicago St. NEC,2:00 pm,"Chicago, IL
Jones Convocation Center",26.6106
2026-02-21,146 Austin Peay at 306 Jacksonville ASun,7:00 pm ESPN+,"Jacksonville, FL
Swisher Gym",26.5107
2026-02-21,331 New Haven at 328 Fairleigh Dickinson NEC,7:00 pm,"Hackensack, NJ
Bogota Savings Bank Center",26.5108
2026-02-21,133 East Tennessee St. at 300 UNC Greensboro SC,4:00 pm ESPN+,"Greensboro, NC
Fleming Gymnasium",26.4109
2026-02-21,257 East Carolina at 190 Charlotte Amer,12:00 pm ESPN2,"Charlotte, NC
Halton Arena",26.2110
2026-02-21,265 Georgia Southern at 182 Appalachian St. SB,1:00 pm ESPN+,"Boone, NC
Holmes Convocation Center",25.8111
2026-02-21,290 Le Moyne at 346 Stonehill NEC,2:00 pm ESPN+,"Easton, MA
Merkert Gymnasium",25.6112
2026-02-21,93 Hofstra at 284 Northeastern CAA,2:00 pm FloSports,"Boston, MA
Cabot Center",25.5113
2026-02-21,189 Texas A&M Corpus Chris at 62 McNeese Slnd,8:00 pm ESPNU,"Lake Charles, LA
Townsley Law Arena",25.0114
2026-02-21,176 Cal St. Fullerton at 327 Cal St. Bakersfield BW,9:30 pm ESPN+,"Bakersfield, CA
Icardo Center",24.9115
2026-02-21,343 Maryland Eastern Shore at 364 Coppin St. MEAC,4:30 pm ESPN+,"Baltimore, MD
Physical Education Complex Are",24.8116
2026-02-21,349 Maine at 340 New Hampshire AE,4:00 pm ESPN+,"Durham, NH
Lundholm Gym",24.7117
2026-02-21,301 Alabama A&M at 237 Bethune Cookman SWAC,5:30 pm,"Daytona Beach, FL
Moore Gymnasium",24.2118
2026-02-21,288 North Dakota at 215 South Dakota St. Sum,3:00 pm,"Brookings, SD
First Bank & Trust Arena",24.0119
2026-02-21,341 Southern Indiana at 320 Eastern Illinois OVC,4:30 pm ESPN+,"Charleston, IL
Groniger Arena",23.9120
2026-02-21,269 Pepperdine at 184 Oregon St. WCC,8:00 pm ESPN+,"Corvallis, OR
Gill Coliseum",23.8121
2026-02-21,150 Boston College at 34 SMU ACC,4:00 pm ACC Network,"Dallas, TX
Moody Coliseum",23.7122
2026-02-21,292 North Carolina A&T at 192 Elon CAA,7:00 pm FloSports,"Elon, NC
Schar Center",23.7123
2026-02-21,316 Albany at 226 UMBC AE,1:00 pm ESPN+,"Baltimore, MD
Chesapeake Employers Insurance",23.6124
2026-02-21,361 Delaware St. at 353 Morgan St. MEAC,4:00 pm ESPN+,"Baltimore, MD
Hill Field House",23.0125
2026-02-21,267 UTEP at 166 New Mexico St. CUSA,9:00 pm ESPN+,"Las Cruces, NM
Pan American Center",22.6126
2026-02-21,272 Delaware at 180 Middle Tennessee CUSA,2:00 pm ESPN+,"Murfreesboro, TN
Murphy Center",22.4127
2026-02-21,321 Loyola MD at 232 Colgate PL,2:00 pm ESPN+,"Hamilton, NY
Cotterell Court",22.1128
2026-02-21,135 Penn St. at 11 Nebraska B10,2:00 pm Big Ten Network,"Lincoln, NE
Pinnacle Bank Arena",22.0129
2026-02-21,286 Morehead St. at 362 Western Illinois OVC,4:30 pm ESPN+,"Macomb, IL
Western Hall",20.7130
2026-02-21,219 Indiana St. at 56 Belmont MVC,8:00 pm ESPN+,"Nashville, TN
Curb Event Center",20.5131
2026-02-21,319 West Georgia at 200 Queens ASun,3:00 pm ESPN+,"Charlotte, NC
Curry Arena",19.5132
2026-02-21,258 Western Carolina at 359 VMI SC,1:00 pm ESPN+,"Lexington, VA
Cameron Hall",19.4133
2026-02-21,152 Navy at 337 Army PL,1:30 pm CBS Sports Network,"West Point, NY
Christl Arena",19.1134
2026-02-21,165 Georgia Tech at 15 Louisville ACC,2:15 pm The CW Network,"Louisville, KY
KFC Yum! Center",19.0135
2026-02-21,229 San Jose St. at 61 Boise St. MWC,4:00 pm,"Boise, ID
ExtraMile Arena",17.7136
2026-02-21,253 Nicholls at 83 Stephen F. Austin Slnd,6:00 pm ESPN+,"Nacogdoches, TX
Johnson Coliseum",17.4137
2026-02-21,357 South Carolina St. at 313 Norfolk St. MEAC,4:00 pm ESPNU,"Norfolk, VA
Echols Memorial Hall",17.0138
2026-02-21,360 Binghamton at 315 UMass Lowell AE,1:00 pm ESPN+,"Lowell, MA
Kennedy Family Athletic Comple",16.9139
2026-02-21,308 Northern Arizona at 147 Northern Colorado BSky,8:00 pm ESPN+,"Greeley, CO
Bank of Colorado Arena",16.7140
2026-02-21,128 UNLV at 347 Air Force MWC,3:00 pm,"Colorado Springs, CO
Clune Arena",15.8141
2026-02-21,310 Loyola Chicago at 148 Saint Joseph's A10,12:00 pm ESPNU,"Philadelphia, PA
Hagan Arena",15.4142
2026-02-21,141 Arkansas St. at 350 Louisiana Monroe SB,3:00 pm ESPN+,"Monroe, LA
Fant-Ewing Coliseum",15.0143
2026-02-21,305 Evansville at 116 Murray St. MVC,4:00 pm ESPN+,"Murray, KY
CFSB Center",14.3144
2026-02-21,297 Texas Southern at 365 Mississippi Valley St. SWAC,6:00 pm,"Itta Bena, MS
Harrison HPER Complex",13.6145
2026-02-21,339 North Alabama at 173 Lipscomb ASun,5:00 pm ESPN+,"Nashville, TN
Allen Arena",13.2146
2026-02-21,352 North Carolina Central at 221 Howard MEAC,12:00 pm ESPN+,"Washington, DC
Burr Arena",12.3147
2026-02-21,355 Kansas City at 120 North Dakota St. Sum,2:00 pm,"Fargo, ND
Scheels Center",8.4148
