rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
185,Marist,Marist,-7.32775084642492,5.73416675211116,-1.59358409431376,-41.1225806198186,31.8207558376163,312,54,67.4786252,250,195,59,184,0.533333333333333,0.433333333333333,0.1,16,13,18,12,#B5D1E9,#FFE3C0,#F5F8FC,#6490BE,#F6BE96,Marist plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Marist plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
186,Oakland,Oakland 🥶💥,4.46622534802641,-6.1380949969626,-1.67186964893619,29.7211060230196,4.33782149409872,90,303,70.2344615,86,185,327,154,0.32258064516129,0.354838709677419,-0.0322580645161291,10,11,15,16,#FFEAD1,#B8D3EA,#F4F8FC,#F4898C,#EFE1B6,Oakland plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oakland performs at a similar level regardless of the pace of the game.
187,Valparaiso,Valparaiso,-1.97933494922358,0.258427155255985,-1.7209077939676,34.6712878092081,-55.1311756420597,213,164,66.78217485,291,186,126,235,0.375,0.375,0,12,12,17,15,#EBF2F9,#FFFDFC,#F4F8FB,#ED7680,#80AEC5,Valparaiso plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Valparaiso plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
188,Northern Kentucky,Northern Kentucky,0.475664597688327,-2.2130208775382,-1.73735627984987,-23.6555911878161,-20.2793483260578,164,223,70.2906553,84,187,157,195,0.290322580645161,0.516129032258065,-0.225806451612903,9,16,17,14,#FFFCFA,#E5EFF7,#F4F8FB,#92C2D1,#C6D2BF,Northern Kentucky plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Northern Kentucky performs at a similar level regardless of the pace of the game.
189,Eastern Washington,Eastern Washington,3.54577162303384,-5.30351217676834,-1.7577405537345,-8.3423865609977,-40.8708074799842,101,291,68.5383495405,179,188,121,197,0.34375,0.3125,0.03125,11,10,13,19,#FFEFDB,#C2D9ED,#F4F8FB,#D8E9DA,#9CBDC3,Eastern Washington performs at a similar level against both good and bad teams.,Eastern Washington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
190,Charlotte,Charlotte,2.25261440958572,-4.07612477331712,-1.8235103637314,6.15482472447346,-25.0650069240863,125,270,65.20002105,349,190,220,187,0.466666666666667,0.433333333333333,0.0333333333333333,14,13,14,16,#FFF4E8,#D0E2F1,#F3F8FB,#FFE6CE,#BCCDC0,Charlotte performs at a similar level against both good and bad teams.,Charlotte plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
191,James Madison,James Madison 🔒,0.566734619789096,-2.42408707353885,-1.85735245374975,36.0434958019624,7.83021763880216,161,230,67.41379345,253,189,204,181,0.46875,0.46875,0,15,15,17,15,#FFFCF9,#E3EDF6,#F3F7FB,#EB717C,#F0DDB2,James Madison plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,James Madison performs at a similar level regardless of the pace of the game.
192,Queens,Queens,5.95955004715793,-7.89190103520592,-1.93235098804799,-73.4852207552495,-11.9188186467656,74,332,70.15934405,91,191,128,169,0.484848484848485,0.484848484848485,0,16,16,20,13,#FFE4C2,#A4C7E4,#F3F7FB,#00429D,#D7DABE,Queens plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Queens performs at a similar level regardless of the pace of the game.
193,Florida International,Florida International,-1.73572752172754,-0.221492343192764,-1.9572198649203,15.8350841593422,-10.3615791155229,202,172,72.4353895,15,192,62,171,0.551724137931034,0.620689655172414,-0.0689655172413793,16,18,12,17,#EDF4F9,#FCFDFE,#F2F7FB,#FFC0B2,#DADCBD,Florida International plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Florida International performs at a similar level regardless of the pace of the game.
194,Massachusetts,Massachusetts,0.504398006113514,-2.49296870982383,-1.98857070371032,65.0377764422413,37.3917299528816,163,232,71.0870806,44,193,163,146,0.433333333333333,0.266666666666667,0.166666666666667,13,8,15,15,#FFFCF9,#E2EDF6,#F2F7FB,#9D0A40,#F7B790,Massachusetts plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Massachusetts plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
195,Western Carolina,Western Carolina 🔥,0.910424475740707,-3.00914084932314,-2.09871637358243,-35.6553569032974,-99.009900990099,152,248,69.39908005,132,194,23,203,0.448275862068966,0.517241379310345,-0.0689655172413793,13,15,13,16,#FFFAF5,#DCE9F5,#F1F6FB,#72A0C4,#70A6C7,Western Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Western Carolina plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
196,UC Davis,UC Davis,-2.43374819204884,0.0120269536324375,-2.4217212384164,13.5113441010621,-30.8428982472667,225,167,69.54840185,126,196,142,214,0.310344827586207,0.413793103448276,-0.103448275862069,9,12,16,13,#E6EFF7,#FFFEFE,#EFF5FA,#FFC9B8,#B1C7C1,UC Davis performs at a similar level against both good and bad teams.,UC Davis plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
197,Tulane,Tulane,-1.27364089960738,-1.19636836793157,-2.47000926753894,-63.1001577023712,-35.2778770013355,195,198,68.48947145,187,197,329,142,0.433333333333333,0.433333333333333,0,13,13,16,14,#F2F7FB,#F1F6FB,#EFF5FA,#1854A5,#A8C2C2,Tulane plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Tulane plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
198,UT Arlington,UT Arlington,-5.9568841632523,3.45246634795463,-2.50441781529767,-13.4492297720499,-26.9889572019778,291,88,66.38154375,302,198,184,209,0.357142857142857,0.321428571428571,0.0357142857142857,10,9,15,13,#C2D9ED,#FFEED9,#EFF5FA,#C0DCD7,#B8CBC0,UT Arlington performs at a similar level against both good and bad teams.,UT Arlington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
199,Campbell,Campbell,1.03402878106619,-3.66276745835762,-2.62873867729142,-14.5041061656025,38.4405987123729,147,260,70.54320015,66,199,120,188,0.4375,0.40625,0.03125,14,13,14,18,#FFFAF4,#D5E5F2,#EEF4FA,#BBDAD7,#F7B68F,Campbell plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Campbell plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
200,Quinnipiac,Quinnipiac,-3.13677335326238,0.260756889627294,-2.87601646363509,29.9508864234897,5.32211838198863,239,163,70.78949595,57,200,361,198,0.451612903225806,0.290322580645161,0.161290322580645,14,9,18,13,#DFEBF5,#FFFDFC,#EDF3F9,#F4888C,#F0E0B5,Quinnipiac plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Quinnipiac performs at a similar level regardless of the pace of the game.
201,South Dakota State,South Dakota State,-0.413667695280189,-2.51825631721901,-2.9319240124992,-41.5115137112379,38.4593348323043,179,233,68.274886365,199,201,80,178,0.413793103448276,0.482758620689655,-0.0689655172413793,12,14,11,18,#FAFCFD,#E2EDF6,#ECF3F9,#638FBE,#F7B68F,South Dakota State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Dakota State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
202,Columbia,Columbia,-1.08920378380994,-1.85430963983604,-2.94351342364598,-31.9218978141332,55.3771795447154,192,215,68.64537902,172,202,321,190,0.5,0.576923076923077,-0.0769230769230769,13,15,14,12,#F4F8FB,#E9F1F8,#ECF3F9,#7CABC8,#FBA07B,Columbia plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Columbia plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
203,Drake,Drake,0.525096782558804,-3.47011349991869,-2.94501671735989,-26.2480283927062,63.1203367371364,162,253,68.04892375,217,203,288,200,0.375,0.625,-0.25,12,20,12,20,#FFFCF9,#D7E6F3,#ECF3F9,#8BBBCE,#FD9672,Drake plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Drake plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
204,Cal State Northridge,Cal State Northridge,-2.23846106049645,-0.754470300733573,-2.99293136123003,62.8315442995921,-63.1190494554867,219,187,74.3348745,2,204,64,215,0.566666666666667,0.533333333333333,0.0333333333333333,17,16,17,13,#E8F1F8,#F6F9FC,#ECF3F9,#A41244,#70A6C6,Cal State Northridge plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Cal State Northridge plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
205,Lipscomb,Lipscomb,-2.16894834985344,-0.837928607732424,-3.00687695758586,14.5341549538886,8.09408542623013,217,189,70.32168,81,205,60,210,0.633333333333333,0.7,-0.0666666666666667,19,21,17,13,#E9F1F8,#F5F9FC,#ECF3F9,#FFC5B5,#F0DCB2,Lipscomb plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lipscomb performs at a similar level regardless of the pace of the game.
206,Montana,Montana,-2.34982443188993,-0.73007017419,-3.07989460607993,4.12093500124595,-25.7406593415307,221,186,70.3398829,77,206,151,206,0.448275862068966,0.275862068965517,0.172413793103448,13,8,15,14,#E7F0F8,#F6F9FC,#EBF3F9,#FFEED4,#BBCCC0,Montana performs at a similar level against both good and bad teams.,Montana plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
207,Long Island,Long Island,-3.82339616173748,0.693035069667016,-3.13036109207046,25.1726292438033,-8.1878204555735,251,151,69.23738485,145,207,152,233,0.558823529411765,0.382352941176471,0.176470588235294,19,13,24,10,#D8E7F3,#FFFBF7,#EBF2F9,#FB9B97,#DEDEBD,Long Island plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Long Island performs at a similar level regardless of the pace of the game.
208,Indiana State,Indiana State,-2.82165347182789,-0.46561393485552,-3.28726740668341,9.26702088376446,-59.4758693781874,232,180,69.7357671,113,208,262,216,0.5,0.6,-0.1,15,18,9,21,#E2EDF6,#F9FBFD,#EAF2F9,#FFDAC5,#77A9C6,Indiana State performs at a similar level against both good and bad teams.,Indiana State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
209,Vermont,Vermont,-1.68319498550194,-1.61296843103238,-3.29616341653433,8.39940140877955,-25.5481270109333,200,208,65.7261242,334,209,78,220,0.483870967741935,0.451612903225806,0.0322580645161291,15,14,20,11,#EEF4FA,#ECF3F9,#EAF2F9,#FFDDC7,#BBCCC0,Vermont performs at a similar level against both good and bad teams.,Vermont plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
210,Missouri State,Missouri State,-0.746883748157851,-2.73872801983357,-3.48561176799142,15.7966030297537,-24.884163060917,188,239,66.53658085,295,210,265,185,0.517241379310345,0.517241379310345,0,15,15,12,17,#F7FAFC,#DFEBF5,#E9F1F8,#FFC0B2,#BDCDC0,Missouri State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Missouri State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
211,Jacksonville State,Jacksonville State,-3.87821950881097,0.376199257994853,-3.50202025081612,57.7173846287926,16.8789609042753,254,158,66.57051735,293,212,308,228,0.586206896551724,0.413793103448276,0.172413793103448,17,12,12,17,#D7E6F3,#FFFDFA,#E9F1F8,#B5234D,#F2D1A8,Jacksonville State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Jacksonville State performs at a similar level regardless of the pace of the game.
212,Southeast Missouri State,Southeast Missouri State,-4.63789478663202,0.851731736401315,-3.78616305023071,6.68147264470882,-19.8380828925443,274,147,69.5965581,122,211,256,241,0.433333333333333,0.5,-0.0666666666666667,13,15,17,13,#D0E2F1,#FFFAF5,#E7F0F8,#FFE4CC,#C7D2BF,Southeast Missouri State performs at a similar level against both good and bad teams.,Southeast Missouri State performs at a similar level regardless of the pace of the game.
213,Ohio,Ohio,0.857911552777439,-4.83444208045705,-3.97653052767962,-17.3643174429041,0.70489464590062,154,282,69.82133145,109,213,118,173,0.379310344827586,0.448275862068966,-0.0689655172413793,11,13,13,16,#FFFBF6,#C7DCEE,#E6EFF7,#AED3D5,#EFE6BB,Ohio plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ohio performs at a similar level regardless of the pace of the game.
214,Cal State Fullerton,Cal State Fullerton,-1.68884298253451,-2.28882509764628,-3.97766808018079,-23.8771841899642,-4.60206998521133,201,224,73.5420538,5,214,243,263,0.566666666666667,0.5,0.0666666666666667,17,15,15,15,#EDF4FA,#E4EEF7,#E6EFF7,#91C2D1,#E5E2BC,Cal State Fullerton plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cal State Fullerton performs at a similar level regardless of the pace of the game.
215,Drexel,Drexel,-6.2166560946322,2.22243267947165,-3.99422341516055,-17.0295908071353,-49.1735733523237,295,117,65.6232762,340,215,236,238,0.46875,0.46875,0,15,15,16,16,#C0D8EC,#FFF4E6,#E6EFF7,#B0D3D5,#8CB4C4,Drexel plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Drexel plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
216,Southern Mississippi,Southern Mississippi,-3.70825209442617,-0.288415277794849,-3.99666737222102,19.479783321432,-24.2914688187671,249,176,70.15141365,93,216,158,259,0.484848484848485,0.363636363636364,0.121212121212121,16,12,17,16,#D9E7F4,#FBFCFE,#E6EFF7,#FFB1A7,#BECEC0,Southern Mississippi plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Southern Mississippi plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
217,Youngstown State,Youngstown State 💥,-2.97340656424747,-1.22837828077209,-4.20178484501957,19.8184753819788,1.60982911869854,235,201,68.610188461,177,217,177,179,0.551724137931034,0.310344827586207,0.241379310344828,16,9,12,17,#E1ECF6,#F0F6FA,#E4EEF7,#FFB0A6,#EFE4BA,Youngstown State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Youngstown State performs at a similar level regardless of the pace of the game.
218,UNC Asheville,UNC Asheville,-1.94537152007854,-2.41305571344265,-4.35842723352118,-8.68665903127799,9.72133608735569,211,229,66.08590605,321,218,277,202,0.206896551724138,0.413793103448276,-0.206896551724138,6,12,12,17,#EBF2F9,#E3EDF7,#E3EEF7,#D6E8DA,#F1DAB0,UNC Asheville performs at a similar level against both good and bad teams.,UNC Asheville performs at a similar level regardless of the pace of the game.
219,Saint Peter's,Saint Peter's,-4.34938463569428,-0.237901723195526,-4.58728635888981,39.1888649623042,3.21615707326947,265,174,66.1680561,312,219,58,254,0.571428571428571,0.571428571428571,0,16,16,16,12,#D3E3F2,#FCFDFE,#E2EDF6,#E66474,#EFE2B8,Saint Peter's plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Saint Peter's performs at a similar level regardless of the pace of the game.
220,Georgia Southern,Georgia Southern 🔥,1.17651470272838,-5.94109946517519,-4.76458476244682,36.0634226378438,13.4988469515155,143,301,71.24909465,34,220,162,230,0.428571428571429,0.542857142857143,-0.114285714285714,15,19,19,16,#FFF9F3,#BAD4EB,#E1ECF6,#EB707C,#F2D5AC,Georgia Southern plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Georgia Southern performs at a similar level regardless of the pace of the game.
221,New Orleans,New Orleans,-2.13023113177138,-2.63640736288887,-4.76663849466026,3.15927218084855,15.6878589965316,216,235,71.11484195,41,221,349,229,0.333333333333333,0.393939393939394,-0.0606060606060606,11,13,15,18,#E9F1F8,#E0ECF6,#E1ECF6,#FFF2D6,#F2D3A9,New Orleans performs at a similar level against both good and bad teams.,New Orleans performs at a similar level regardless of the pace of the game.
222,Old Dominion,Old Dominion 🔒,-1.67479862832418,-3.09190628861401,-4.76670491693819,26.3138511740167,-55.3815625452282,199,249,69.9012042,103,222,178,194,0.46875,0.4375,0.03125,15,14,11,21,#EEF4FA,#DBE9F4,#E1ECF6,#F99795,#7FAEC5,Old Dominion plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Old Dominion plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
223,Colgate,Colgate,-0.649004624303127,-4.12414848671009,-4.77315311101322,26.1950665882075,41.7454839316109,187,272,68.156979725,207,223,207,221,0.612903225806452,0.32258064516129,0.290322580645161,19,10,16,15,#F8FAFD,#CFE1F1,#E1ECF6,#F99795,#F8B18B,Colgate plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Colgate plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
224,Radford,Radford,-1.50762390463515,-3.34573513217102,-4.85335903680617,19.7339979271445,-20.8650460020583,198,250,71.42111205,30,224,258,191,0.620689655172414,0.448275862068966,0.172413793103448,18,13,13,16,#EFF5FA,#D8E7F3,#E0ECF6,#FFB0A6,#C5D1BF,Radford plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Radford performs at a similar level regardless of the pace of the game.
225,Weber State,Weber State,0.703678015523172,-5.60733287756844,-4.90365486204527,0.575432292979308,-25.5162590148126,158,295,69.48095475,128,225,84,255,0.4,0.533333333333333,-0.133333333333333,12,16,14,16,#FFFBF7,#BED7EC,#E0ECF6,#FFFCDE,#BBCCC0,Weber State performs at a similar level against both good and bad teams.,Weber State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
226,SIU Edwardsville,SIU Edwardsville,-7.53107171152903,2.47750280710038,-5.05356890442865,24.174525989696,-15.254804305231,317,109,66.1086988,317,226,110,257,0.482758620689655,0.379310344827586,0.103448275862069,14,11,16,13,#B3D0E9,#FFF3E3,#DFEBF5,#FC9F9A,#D0D7BE,SIU Edwardsville plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,SIU Edwardsville performs at a similar level regardless of the pace of the game.
227,Tennessee-Martin,Tennessee-Martin,-8.52455429671245,3.34402996605304,-5.18052433065941,-40.3415136909109,38.195920890534,333,94,66.2812174,307,227,351,291,0.4,0.4,0,12,12,19,11,#A9C9E6,#FFEEDA,#DEEBF5,#6692BF,#F7B68F,Tennessee-Martin plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tennessee-Martin plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
228,Boston University,Boston University 🔥,1.62222521616453,-6.81193774964076,-5.18971253347622,34.9029711292183,-22.3988917072109,137,313,64.78324325,360,228,167,262,0.46875,0.59375,-0.125,15,19,16,16,#FFF7EE,#B0CEE8,#DEEBF5,#EC757F,#C2CFBF,Boston University plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Boston University plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
229,Texas State,Texas State 📈,-3.99204863533609,-1.21866828889677,-5.21071692423286,31.8565167139892,14.2962047725658,258,200,67.73083195,235,229,17,237,0.233333333333333,0.4,-0.166666666666667,7,12,17,13,#D6E6F3,#F1F6FA,#DEEBF5,#F18187,#F2D4AB,Texas State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Texas State performs at a similar level regardless of the pace of the game.
230,Wofford,Wofford,0.936021583748483,-6.21051197262274,-5.27449038887426,4.49290509461106,1.45671997116463,151,305,69.04955375,155,230,350,217,0.566666666666667,0.4,0.166666666666667,17,12,17,13,#FFFAF5,#B7D2EA,#DEEAF5,#FFEDD2,#EFE5BA,Wofford performs at a similar level against both good and bad teams.,Wofford performs at a similar level regardless of the pace of the game.
231,Bethune-Cookman,Bethune-Cookman,-3.78845679803887,-1.61123601821033,-5.39969281624919,-57.4914426052018,-16.1108434160697,250,207,70.1300815,95,231,75,219,0.466666666666667,0.4,0.0666666666666667,14,12,16,14,#D8E7F3,#ECF3F9,#DDEAF5,#2D63AB,#CED6BE,Bethune-Cookman plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Bethune-Cookman performs at a similar level regardless of the pace of the game.
232,Rice,Rice,-1.8337699991701,-3.59612102521123,-5.42989102438132,8.1713158857491,-30.5647967019342,207,258,67.5453008,246,233,275,182,0.172413793103448,0.655172413793103,-0.482758620689655,5,19,11,18,#ECF3F9,#D5E5F3,#DDEAF5,#FFDEC8,#B1C7C1,Rice performs at a similar level against both good and bad teams.,Rice plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
233,Detroit,Detroit 🔥,-1.86645212447392,-3.57245047734273,-5.43890260181665,-2.43262985408225,-51.667734119759,208,257,69.7205949,116,232,130,226,0.6,0.4,0.2,18,12,15,15,#ECF3F9,#D6E5F3,#DDEAF5,#F3F8DE,#87B1C4,Detroit performs at a similar level against both good and bad teams.,Detroit plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
234,Longwood,Longwood 📈,-3.91638637559943,-1.56591971614523,-5.48230609174466,31.1501995000873,26.5710416157308,255,205,69.77247645,111,234,122,252,0.344827586206897,0.310344827586207,0.0344827586206897,10,9,13,16,#D7E6F3,#EDF3F9,#DCE9F5,#F28488,#F4C59D,Longwood plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Longwood plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
235,Utah Tech,Utah Tech,-1.1508657858249,-4.33353306274674,-5.48439884857164,44.829078669927,12.8107763688827,193,274,67.691875,239,235,146,249,0.551724137931034,0.482758620689655,0.0689655172413793,16,14,15,14,#F3F7FB,#CDE0F0,#DCE9F5,#DE4E66,#F1D6AD,Utah Tech plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Utah Tech performs at a similar level regardless of the pace of the game.
236,Buffalo,Buffalo 📉🤕,1.623481223142,-7.19584915061678,-5.57236792747478,40.9237551069547,-20.8421240062792,136,321,67.9712108,224,262,363,232,0.482758620689655,0.344827586206897,0.137931034482759,14,10,15,14,#FFF7EE,#ACCBE7,#DCE9F5,#E35D70,#C5D1BF,Buffalo plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Buffalo performs at a similar level regardless of the pace of the game.
237,Charleston Southern,Charleston Southern,-3.5797716727888,-2.00787126606512,-5.58764293885392,11.6670151960967,-4.04094238497368,246,218,72.6267601,12,236,213,281,0.620689655172414,0.551724137931034,0.0689655172413793,18,16,12,17,#DAE8F4,#E7F0F8,#DCE9F4,#FFD0BE,#E6E2BC,Charleston Southern performs at a similar level against both good and bad teams.,Charleston Southern performs at a similar level regardless of the pace of the game.
238,Iona,Iona,-4.43254935345593,-1.30462968943641,-5.73717904289234,6.14746722339216,5.47614802565223,270,202,70.0645236,98,237,63,243,0.8125,0.46875,0.34375,26,15,18,14,#D2E3F2,#F0F5FA,#DBE8F4,#FFE6CE,#F0E0B5,Iona performs at a similar level against both good and bad teams.,Iona performs at a similar level regardless of the pace of the game.
239,Tarleton State,Tarleton State,-6.07613104106814,0.33753521343318,-5.73859582763496,5.59169108722381,43.8307040043414,294,160,69.996039,101,238,284,242,0.555555555555556,0.444444444444444,0.111111111111111,15,12,10,17,#C1D9ED,#FFFDFB,#DBE8F4,#FFE8CF,#F8AF88,Tarleton State performs at a similar level against both good and bad teams.,Tarleton State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
240,Cal Poly,Cal Poly 🔥,-0.084477871226916,-5.73981784015264,-5.82429571137955,-14.1211480670786,73.8865748595266,172,297,74.946614,1,239,137,285,0.3,0.633333333333333,-0.333333333333333,9,19,12,18,#FEFEFE,#BDD6EB,#DAE8F4,#BDDBD7,#FE926E,Cal Poly plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cal Poly plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
241,Florida Gulf Coast,Florida Gulf Coast,-3.24348457201547,-2.66398106715858,-5.90746563917405,8.76642796376333,-33.9080851005351,241,237,68.64101356,173,240,136,180,0.40625,0.5,-0.09375,13,16,14,18,#DEEAF5,#E0ECF6,#DAE8F4,#FFDCC6,#AAC4C1,Florida Gulf Coast performs at a similar level against both good and bad teams.,Florida Gulf Coast plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
242,East Carolina,East Carolina,-3.83425716114243,-2.11762027516258,-5.95187743630501,-22.5804705903292,0.204032720224445,252,220,69.3914085,133,241,250,204,0.233333333333333,0.433333333333333,-0.2,7,13,10,20,#D8E7F3,#E6EFF7,#DAE8F4,#96C5D2,#EFE6BB,East Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,East Carolina performs at a similar level regardless of the pace of the game.
243,Princeton,Princeton,-3.39030441263155,-2.63279966761371,-6.02310408024526,15.2067592046651,-39.3728993692851,242,234,65.64438375,339,242,44,250,0.464285714285714,0.607142857142857,-0.142857142857143,13,17,8,20,#DCE9F5,#E0ECF6,#D9E7F4,#FFC2B3,#A0BEC2,Princeton plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Princeton plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
244,Lamar,Lamar 🥶,-5.66964152890695,-0.395694024917617,-6.06533555382457,22.8000814447772,-6.96981256689367,288,179,67.1176488,274,243,107,213,0.413793103448276,0.482758620689655,-0.0689655172413793,12,14,10,19,#C5DBEE,#FAFCFD,#D9E7F4,#FEA49D,#E1DFBD,Lamar plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lamar performs at a similar level regardless of the pace of the game.
245,American,American,-2.57564915161547,-3.55890411097839,-6.13455326259387,-27.8179704923566,-42.6102238571558,227,256,67.61883445,240,244,186,275,0.5,0.266666666666667,0.233333333333333,15,8,14,16,#E5EEF7,#D6E5F3,#D8E7F4,#87B6CD,#99BBC3,American plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,American plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
